KATOTTG_2023,KOATUU_2020,category,name,english name
UA23100070240075475,2321810122,village,Святопетрівка,
UA23100070250076016,2321810123,village,Солодке,
UA23100070260064958,2321810124,village,Староукраїнка,
UA23100070270016884,2321810125,village,Степанівка,
UA23100070280086482,2321810126,village,Темирівка,
UA23100070290063348,2321810127,village,Успенівка,
UA23100070300094516,2321810128,village,Чарівне,
UA23100070310062547,2321810129,village,Червоне,
UA23100070320071612,2321810130,village,Яблукове,
UA23100090000029171,2322755400,hromada,Комиш-Зорянська,
UA23100090010074320,2322755400,urban village,Комиш-Зоря,
UA23100090020091820,2322755401,village,Білоцерківка,
UA23100090030032214,2322755402,village,Благовіщенка,
UA23100090040042131,2322755403,village,Ланцеве,
UA23100090050081698,2322755404,village,Новокам’янка,
UA23100090060053189,2322755405,village,Руденка,
UA23100090070063808,2322755406,village,Тернове,
UA23100090080020933,2322755407,village,Труженка,
UA23100090090083143,2322755408,village,Черешневе,
UA23100090100033920,2322755409,village,Шевченківське,
UA23100110000028240,2321884000,hromada,Малинівська,
UA23100110010062193,2321884001,village,Малинівка,
UA23100110020028356,2321884502,village,Вишневе,
UA23100110030060496,2321886002,village,Левадне,
UA23100110040056356,2321883501,village,Любимівка,
UA23100110050014083,2321886003,village,Новодарівка,
UA23100110060087496,2321884501,village,Новозлатопіль,
UA23100110070018290,2321884503,village,Новоукраїнське,
UA23100110080051075,2321885502,village,Ольгівське,
UA23100110090038339,2321885503,village,Охотниче,
UA23100110100067692,2321885501,village,Полтавка,
UA23100110110053103,2321886001,village,Приютне,
UA23100110120078335,2321886004,village,Ремівка,
UA23100110130034362,2321884504,village,Степове,
UA23100130000058758,2323982500,hromada,Малотокмачанська,
UA23100130010093963,2323982501,village,Мала Токмачка,
UA23100130020078851,2323982502,village,Білогір’я,Bilohiria
UA23100130030077064,2323982503,village,Лугівське,
UA23100130040037303,2323982504,village,Новопокровка,
UA23100150000023366,2325210100,hromada,Молочанська,
UA23100150010091297,2325210100,city,Молочанськ,
UA23100150020089540,2325280401,village,Балкове,
UA23100150030023706,2325280503,village,Благодатне,
UA23100150040036437,2325282802,village,Веселе,Vesele
UA23100150050025405,2325280501,village,Виноградне,
UA23100150060036558,2325280402,village,Гришине,
UA23100150070020464,2325281602,village,Грушівка,
UA23100150080066505,2325280801,village,Долина,Dolyna
UA23100150090031762,2325282803,village,Запоріжжя,Zaporizhzhia
UA23100150100039363,2325280403,village,Козолугівка,
UA23100150110062434,2325282804,village,Курошани,
UA23100150120095028,2325281601,village,Лагідне,
UA23100150130066970,2325280803,village,Левадне,
UA23100150140017197,2325280804,village,Любимівка,
UA23100150150045887,2325281603,village,Могутнє,
UA23100150160033551,2325282805,village,Мостове,
UA23100150170031597,2325282801,village,Новомиколаївка,Novomykolaivka
UA23100150180045308,2325280805,village,Рибалівка,
UA23100150190037481,2325281604,village,Розкішне,
UA23100150200043342,2325280404,village,Світле,
UA23100150210070067,2325281605,village,Ударник,
UA23100150220089601,2325282806,village,Українка,
UA23100150230038512,2325281606,settlement,Зоряне,
UA23100170000031289,2323910100,hromada,Оріхівська,
UA23100170010023304,2323910100,city,Оріхів,Orikhiv
UA23100170020076470,2323910101,village,Копані,
UA23100170030046021,2323910102,village,Мирне,
UA23100170040092721,2323910103,village,Нестерянка,
UA23100170050054259,2323910104,village,Новоандріївка,
UA23100170060042812,2323910105,village,Новоданилівка,
UA23100170070025759,2323910106,village,Новопавлівка,
UA23100170080061180,2323910107,village,Щербаки,
UA23100190000020018,2324210100,hromada,Пологівська,
UA23100190010032690,2324210100,city,Пологи,Polohy
UA23100190020033866,2324286802,village,Андріївське,
UA23100190030011237,2324281902,village,Багате,
UA23100190040037328,2324280501,village,Басань,
UA23100190050038798,2324281201,village,Вербове,
UA23100190060057452,2324281401,village,Григорівка,
UA23100190070096901,2324285702,village,Дмитрівське,
UA23100190080066206,2324285003,village,Івана Франка,
UA23100190090027195,2324281901,village,Інженерне,
UA23100190100088602,2324284601,village,Костянтинівка,Kostiantynivka
UA23100190110019936,2324285703,village,Нова Дача,
UA23100190120012194,2324281903,village,Новокарлівка,
UA23100190130056029,2324281904,village,Новофедорівка,
UA23100190140033464,2324280502,village,Ожерельне,
UA23100190150038879,2324281905,village,Павлівське,
UA23100190160083823,2324285001,village,Пологи,Polohy
UA23100190170030297,2324284604,village,Решетилівське,
UA23100190180058862,2324286803,village,Романівське,
UA23100190190027864,2324285701,village,Семенівка,Semenivka
UA23100190200041939,2324286801,village,Тарасівка,
UA23100190210083950,2324281906,village,Українське,
UA23100190220017527,2324284605,village,Чумацьке,
UA23100190230079350,2324286804,village,Шевченкове,Shevchenkove
UA23100210000086911,2323987800,hromada,Преображенська,
UA23100210010033958,2323987801,village,Преображенка,
UA23100210020032948,2323987804,village,Василівське,
UA23100210030087538,2323987802,village,Васинівка,
UA23100210040036222,2323987805,village,Вільнянка,
UA23100210050062082,2323987806,village,Єгорівка,
UA23100210060028295,2323987807,village,Микільське,
UA23100210070085953,2323987808,village,Новоселівка,
UA23100210080016044,2323987809,village,Новосолошине,
UA23100210090019650,2323987810,village,Обще,
UA23100210100073671,2323987811,village,Омельник,
UA23100210110061354,2323987812,village,Свобода,
UA23100210120057533,2323987813,village,Тимошівка,
UA23100210130032797,2323987803,village,Червона Криниця,
UA23100210140061300,2323987814,village,Червоний Яр,
UA23100210150021073,2323987815,village,Широке,Shyroke
UA23100230000021603,2324955100,hromada,Розівська,
UA23100230010016159,2324955100,urban village,Розівка,Rozivka
UA23100230020053350,2324980203,village,Антонівка,
UA23100230030044302,2324982003,village,Багатівка,
UA23100230040060032,2324981203,village,Біловеж,
UA23100230050072769,2324984803,village,Верхівка,
UA23100230060045817,2324981201,village,Вишнювате,
UA23100230070042743,2324981205,village,Вільне,
UA23100230080040734,2324984807,village,Запорізьке,
UA23100230090083601,2324984003,village,Зеленопіль,
UA23100230100060286,2324981801,village,Зоря,
UA23100230110076585,2324982005,village,Зоряне,
UA23100230120041924,2324984809,village,Іванівка,Ivanivka
UA23100230130034389,2324984811,village,Кобильне,
UA23100230140082974,2324982001,village,Кузнецівка,
UA23100230150097895,2324981207,village,Листвянка,
UA23100230160059491,2324955101,village,Луганське,
UA23100230170018163,2324984005,village,Маринопіль,
UA23100230180074724,2324984007,village,Надійне,
UA23100230190081394,2324981803,village,Новгород,
UA23100230200033696,2324983003,village,Новодворівка,
UA23100230210019161,2324984001,village,Новозлатопіль,
UA23100230220034110,2324983001,village,Новомлинівка,
UA23100230230015624,2324955103,village,Першотравневе,
UA23100230240070997,2324981805,village,Святотроїцьке,
UA23100230250082990,2324984801,village,Солодководне,
UA23100230260063745,2324984805,village,Форойс,
UA23100230270020267,2324980201,settlement,Азов,
UA23100230280034367,2324980205,settlement,Мирне,
UA23100250000073490,2322787000,hromada,Смирновська,
UA23100250010060449,2322787001,village,Смирнове,
UA23100250020049056,2322787004,village,Верхньодрагунське,
UA23100250030086859,2322787002,village,Вершина Друга,
UA23100250040076760,2322787005,village,Діброва,
UA23100250050094289,2322787006,village,Зелений Гай,
UA23100250060080732,2322787007,village,Зразкове,
UA23100250070043547,2322787003,village,Олексіївка,
UA23100250080064251,2322787008,village,Титове,
UA23100270000073418,2311000000,hromada,Токмацька,
UA23100270010029314,2311000000,city,Токмак,Tokmak
UA23100270020068207,2325281202,village,Заможне,
UA23100270030026929,2325283602,village,Іванівка,Ivanivka
UA23100270040058176,2325283202,village,Ільченкове,
UA23100270050072858,2325281203,village,Кутузівка,
UA23100270060085312,2325283603,village,Лугівка,
UA23100270070097094,2325282402,village,Мирне,
UA23100270080072890,2325282401,village,Нове,
UA23100270090070068,2325283201,village,Новопрокопівка,
UA23100270100048324,2325283601,village,Остриківка,
UA23100270110020139,2325283608,village,Очеретувате,
